PC,Inst Name,Jump?,Jump Addr
0x1DF1,RET Z,0,0x0
0x80,"JR NZ,$007C  [-6]",1,0x7C
0x11F7,"JP NZ,$70C6",1,0x70C6
0x65EF,"JP NZ,$65B9",1,0x65B9
0xE9D,"CALL NZ,$77C6",1,0x77C6
0xEAE,"CALL NZ,$4EC6",1,0x4EC6
0xEEA,RET Z,0,0x0
0xF29,RET NZ,0,0x0
0xF75,"JR NZ,$0F88  [+17]",1,0xF88
0xF78,"JR NC,$0F7A  [+0]",1,0xF7A
0x10DA,"JR C,$10DC  [+0]",1,0x10DC
0x1C99,"JR NZ,$1C94  [-7]",1,0x1C94
0x1CA7,"JR NZ,$1CBB  [+18]",1,0x1CBB
0x1CBF,"JP NZ,$1C8B",1,0x1C8B
0x6699,"JP Z,$6768",1,0x6768
0x561E,"JP NZ,$55EB",1,0x55EB
0x1183,"JR NZ,$1190  [+11]",1,0x1190
0x118A,"JR NC,$1190  [+4]",1,0x1190
0x48DC,"CALL NZ,$36C0",1,0x36C0
0x4927,"JR NC,$4932  [+9]",1,0x4932
0x4937,"JR NZ,$4943  [+10]",1,0x4943
0x4966,RET NZ,0,0x0
0x12D5,"CALL Z,$77C6",1,0x77C6
0x12DC,"JP Z,$77C6",1,0x77C6
0x1320,"JP Z,$7EC6",1,0x7EC6
0x1326,"JP Z,$13C9",1,0x13C9
0x13D4,"JP Z,$17C5",1,0x17C5
0x17E0,"JP Z,$18AD",1,0x18AD
0x18C3,RET NC,0,0x0
0x191B,"CALL NC,$2BC0",1,0x2BC0
0x1950,"JP Z,$1983",1,0x1983
0xD8F,"CALL Z,$86C6",1,0x86C6
0xD93,"JR NC,$0D96  [+1]",1,0xD96
0xD9E,"CALL Z,$4EC6",1,0x4EC6
0xDB3,"JR NZ,$0DB5  [+0]",1,0xDB5
0x20,JP (HL),0,0x0
0x4D45,RET NC,0,0x0
0x4B,"JP C,$C3CE",1,0xC3CE
0xADD,"JR NZ,$0AF6  [+23]",1,0xAF6
0xAE4,"JR NZ,$0AEC  [+6]",1,0xAEC
0xAF0,RET Z,0,0x0
0x4D4F,"JP NC,$36C6",1,0x36C6
0x4D59,"JP NZ,$7ECE",1,0x7ECE
0x4D5E,"JR NZ,$4D68  [+8]",1,0x4D68
0x21EF,"JP Z,$2257",1,0x2257
0x21F6,"JR Z,$21FF  [+7]",1,0x21FF
0x2203,"JR NZ,$220C  [+7]",1,0x220C
0x200F,"JR Z,$2031  [+32]",1,0x2031
0x2010,"JR NZ,$2050  [+62]",1,0x2050
0x2037,"JR Z,$2042  [+9]",1,0x2042
0x2040,"JR Z,$204E  [+12]",1,0x204E
0x205F,"JP NZ,$20D1",1,0x20D1
0x2120,"JR NZ,$2122  [+0]",1,0x2122
0x1D46,"JR C,$1D0F  [-57]",1,0x1D0F
0x1D49,"JP Z,$1DAF",1,0x1DAF
0x1D50,"JR C,$1D19  [-57]",1,0x1D19
0x1A39,"JP C,$3EC6",1,0x3EC6
0x1A42,JP (HL),0,0x0
0x1A74,"JR NZ,$1A98  [+34]",1,0x1A98
0x1ACC,"JR NZ,$1AAE  [-32]",1,0x1AAE
0x2131,"JR NZ,$214E  [+27]",1,0x214E
0x2137,"JR NZ,$214E  [+21]",1,0x214E
0x2155,"JR NZ,$216D  [+22]",1,0x216D
0x215E,"JR NZ,$216D  [+13]",1,0x216D
0x2165,"JR Z,$216D  [+6]",1,0x216D
0x10C54,RET NZ,0,0x0
0x4008,"JP Z,$40EB",1,0x40EB
0x403A,"JP Z,$40EB",1,0x40EB
0x4044,"JR Z,$4060  [+26]",1,0x4060
0x4055,"JP Z,$40EB",1,0x40EB
0x40FE,"JR Z,$411D  [+29]",1,0x411D
0x410F,"JR NZ,$4117  [+6]",1,0x4117
0x4121,"JP Z,$418C",1,0x418C
0xDEB,"CALL C,$CD07",1,0xCD07
0x7E2,"JR NZ,$07E5  [+1]",1,0x7E5
0x7F4,"JR Z,$07F7  [+1]",1,0x7F7
0x802,"JP NZ,$080E",1,0x80E
0x88F,"JR Z,$0892  [+1]",1,0x892
0x89D,"JP NZ,$08A7",1,0x8A7
0x63C2,"JR Z,$63CB  [+7]",1,0x63CB
0x63E7,"JR Z,$63F0  [+7]",1,0x63F0
0x63FD,"JR NC,$6408  [+9]",1,0x6408
0x642D,"JR Z,$63FA  [-53]",1,0x63FA
0x6431,"JR Z,$63FE  [-53]",1,0x63FE
0x6435,"JR Z,$6402  [-53]",1,0x6402
0x6497,"JR NZ,$64B6  [+29]",1,0x64B6
0x649F,"JR NZ,$64B6  [+21]",1,0x64B6
0x64C6,"JR NZ,$64E3  [+27]",1,0x64E3
0x64E7,"JR NZ,$64EE  [+5]",1,0x64EE
0x64F8,"JR NZ,$651C  [+34]",1,0x651C
0x6500,"JR NZ,$651C  [+26]",1,0x651C
0x6526,"JR NZ,$6540  [+24]",1,0x6540
0x6545,"JR NZ,$654D  [+6]",1,0x654D
0x658D,"JR Z,$6594  [+5]",1,0x6594
0x2966,"CALL NC,$7EC6",1,0x7EC6
0x296A,"JR NZ,$2971  [+5]",1,0x2971
0x1B17,"JP C,$46C6",1,0x46C6
0x1B1D,"JR Z,$1B28  [+9]",1,0x1B28
0x1B25,RET Z,0,0x0
0x4FFB,"JP NZ,$500B",1,0x500B
0x500F,RET Z,0,0x0
0x55CC,"CALL NZ,$4FDD",1,0x4FDD
0x51C5,"JP NZ,$51D5",1,0x51D5
0x51D9,RET Z,0,0x0
0x55D3,"CALL NZ,$51AB",1,0x51AB
0x5392,"JP NZ,$53A5",1,0x53A5
0x53A9,RET Z,0,0x0
0x55DA,"CALL NZ,$5367",1,0x5367
0x5522,"JP NZ,$5532",1,0x5532
0x55E1,"CALL NZ,$5505",1,0x5505
0x43,"JP Z,$C3CE",1,0xC3CE
